YearsSinceLastPromotion,JobSatisfaction,JobLevel,JobRole,YearsInCurrentRole,WorkLifeBalance,JobInvolvement,Gender,Department,RelationshipSatisfaction,YearsAtCompany,MonthlyIncome,TrainingTimesLastYear,MaritalStatus,EnvironmentSatisfaction,Age,HourlyRate,PerformanceRating,Attrition,DistanceFromHome,OverTime,NumCompaniesWorked
4,2,4,Executive,7,4,4,Female,HR,3,1,11863,91,Single,4,47,70,2,No,45,No,1
8,1,5,Manager,9,2,1,Male,Marketing,4,15,9105,12,Married,3,46,33,2,No,33,No,2
1,1,2,Manager,13,3,3,Male,Marketing,3,13,5899,85,Single,2,51,84,3,No,12,No,3
7,4,2,Analyst,10,4,1,Male,Finance,2,5,9563,45,Single,2,28,42,3,No,16,No,3
1,5,2,Executive,13,2,4,Male,IT,2,18,6990,90,Single,4,59,36,2,No,21,No,1
2,1,4,Manager,12,4,3,Female,IT,4,5,14724,93,Divorced,3,51,42,3,No,45,Yes,3
6,1,3,Assistant,14,3,4,Male,Sales,2,11,5748,57,Single,2,39,94,1,No,23,No,2
6,5,5,Analyst,6,2,3,Female,Finance,1,21,8504,27,Divorced,4,47,47,1,No,15,Yes,2
4,5,4,Manager,12,1,4,Male,IT,1,3,13782,40,Divorced,4,52,59,4,No,16,Yes,3
0,5,2,Manager,12,2,3,Female,HR,2,4,16586,40,Single,2,23,62,4,No,17,Yes,2
1,3,3,Manager,11,3,4,Female,Sales,1,7,14222,19,Divorced,1,53,77,4,Yes,30,No,1
6,3,2,Analyst,10,1,1,Female,Finance,4,26,18151,98,Single,1,22,40,3,No,20,Yes,1
7,5,4,Manager,12,4,4,Female,HR,2,29,15731,50,Married,1,45,15,3,No,1,Yes,2
5,5,1,Manager,7,3,4,Male,IT,4,4,7101,7,Married,2,27,76,2,No,13,No,4
2,4,2,Assistant,12,4,1,Female,IT,2,3,4227,49,Divorced,2,25,86,3,No,10,Yes,4
2,1,3,Assistant,7,3,3,Male,IT,2,10,18229,31,Married,3,35,17,2,No,37,No,1
8,2,5,Assistant,7,4,1,Female,IT,2,20,3721,42,Single,4,43,91,4,Yes,1,Yes,2
2,3,1,Manager,14,2,1,Female,Marketing,2,11,13520,60,Divorced,3,58,98,4,No,14,Yes,4
5,3,2,Assistant,4,1,3,Female,Sales,4,18,14157,84,Single,4,49,19,1,No,14,Yes,3
2,5,2,Executive,6,2,3,Male,Sales,2,1,14741,85,Divorced,2,32,59,2,No,10,Yes,2
9,5,3,Assistant,7,3,2,Female,IT,1,21,5475,87,Divorced,1,24,26,3,No,38,Yes,3
2,5,1,Assistant,14,1,4,Male,Sales,2,9,11604,84,Divorced,3,44,62,4,No,7,No,1
8,2,1,Manager,10,2,3,Male,HR,3,25,6687,43,Divorced,2,39,95,1,No,27,Yes,3
7,3,1,Executive,14,3,3,Male,HR,2,17,4026,35,Married,3,37,28,2,No,47,No,3
6,2,2,Assistant,12,1,2,Female,Sales,1,12,15972,67,Married,3,37,67,3,Yes,2,Yes,1
2,1,1,Manager,11,2,3,Female,IT,4,1,8795,10,Married,1,21,59,3,No,4,No,4
4,2,2,Executive,4,4,4,Female,Finance,4,24,11251,7,Divorced,2,29,46,4,No,40,Yes,3
0,4,2,Assistant,9,1,1,Female,IT,3,23,3589,3,Married,4,31,44,3,No,17,No,4
1,3,1,Manager,11,4,1,Female,Marketing,2,7,13769,73,Divorced,3,32,26,1,No,20,Yes,2
8,2,4,Executive,9,1,4,Female,Finance,4,14,15260,11,Married,1,30,97,3,No,7,No,4
2,3,5,Assistant,12,2,1,Female,Marketing,4,9,8077,96,Divorced,3,38,58,1,No,6,Yes,3
4,5,5,Executive,4,3,1,Male,Sales,4,12,17061,36,Married,1,54,39,3,No,8,No,4
3,2,4,Executive,8,2,4,Female,Marketing,4,21,19019,64,Married,2,58,56,3,No,10,No,1
7,3,1,Manager,8,2,2,Male,Sales,4,8,11238,80,Married,3,45,35,1,No,25,No,2
0,2,2,Analyst,2,1,1,Male,Marketing,2,7,18616,13,Divorced,1,33,75,1,Yes,4,Yes,3
5,2,3,Executive,6,4,2,Female,Finance,3,14,9499,97,Divorced,1,43,80,1,No,16,No,4
5,2,4,Executive,9,2,2,Female,Marketing,1,2,4664,39,Married,2,20,35,4,No,8,No,2
7,4,5,Executive,8,4,4,Male,IT,2,2,9596,90,Divorced,4,41,40,4,No,49,Yes,4
0,4,5,Executive,1,1,3,Male,Sales,2,29,15232,23,Single,3,42,46,2,Yes,37,No,2
3,2,2,Executive,5,3,4,Female,HR,1,20,9320,81,Married,3,38,31,3,Yes,24,No,1
0,2,5,Analyst,13,1,4,Male,Marketing,2,17,14195,62,Married,3,37,18,1,No,18,No,4
8,3,5,Manager,13,4,3,Male,Sales,2,10,11401,15,Single,4,31,53,2,No,4,No,3
5,5,2,Analyst,5,4,1,Male,HR,1,21,16336,50,Divorced,3,47,29,4,No,23,Yes,2
6,1,1,Manager,9,4,2,Male,Sales,3,5,12379,15,Divorced,4,47,47,2,No,23,No,2
0,5,5,Analyst,2,2,2,Female,Sales,1,1,6053,57,Divorced,4,52,75,1,Yes,5,No,2
9,3,1,Manager,5,4,2,Female,HR,2,5,19418,34,Married,2,38,28,4,No,49,Yes,2
3,4,3,Assistant,1,4,3,Male,HR,4,4,5043,67,Married,2,47,61,4,No,12,No,1
6,3,1,Executive,8,2,4,Male,Finance,4,12,15762,97,Married,1,56,16,3,No,1,Yes,2
3,3,2,Manager,8,4,1,Male,Marketing,1,14,11455,32,Married,3,45,98,1,Yes,6,No,2
4,1,2,Manager,2,2,3,Female,Marketing,3,26,12320,86,Married,3,54,80,4,No,24,Yes,4
0,5,2,Executive,10,3,3,Female,Sales,1,11,16527,73,Divorced,4,53,62,1,No,15,Yes,4
2,4,5,Assistant,13,2,1,Male,IT,1,21,7855,56,Single,4,54,78,3,No,45,No,1
7,3,4,Executive,1,2,1,Male,IT,3,4,17309,74,Divorced,3,59,80,2,Yes,13,Yes,4
8,1,5,Manager,3,4,2,Male,Sales,4,25,19856,67,Divorced,2,35,62,2,No,12,No,1
7,3,1,Manager,9,1,2,Female,Finance,1,9,10703,91,Married,2,57,95,3,No,28,No,1
3,3,3,Executive,7,2,3,Male,HR,3,3,14769,11,Single,1,32,32,3,No,14,No,4
9,5,3,Analyst,7,1,4,Male,Sales,2,3,7674,16,Single,1,42,65,4,Yes,38,Yes,1
0,5,3,Executive,10,3,4,Male,Marketing,2,3,7330,68,Divorced,3,41,18,3,No,17,No,3
3,1,3,Manager,4,2,1,Male,IT,3,7,17937,95,Single,2,35,95,2,No,48,No,4
5,3,4,Manager,5,4,4,Male,IT,3,1,5908,1,Divorced,3,47,47,4,No,11,No,4
1,3,3,Manager,7,3,1,Female,IT,2,13,9332,76,Divorced,4,54,37,4,No,36,No,3
6,3,5,Assistant,2,2,4,Female,Finance,2,4,16996,84,Divorced,4,27,67,4,No,28,No,1
2,2,3,Executive,3,2,2,Female,Marketing,1,25,6684,12,Divorced,4,41,27,3,No,43,Yes,3
7,2,2,Assistant,3,4,4,Male,Finance,1,12,18389,31,Married,4,40,85,1,No,25,Yes,4
3,3,1,Executive,11,4,3,Female,HR,4,8,3469,40,Single,3,45,72,4,No,12,Yes,2
8,5,5,Assistant,7,4,2,Male,Sales,1,19,8499,19,Married,4,59,77,1,No,37,Yes,4
0,1,4,Analyst,7,2,3,Female,Sales,3,24,13361,58,Married,3,40,79,3,No,49,No,2
9,5,5,Manager,11,1,1,Female,IT,4,6,7323,0,Married,1,44,56,1,No,20,Yes,1
0,1,2,Manager,6,4,4,Male,IT,4,10,3988,46,Divorced,2,20,54,3,Yes,28,No,4
4,4,3,Executive,1,1,2,Male,HR,3,13,17218,46,Divorced,2,25,35,4,No,16,No,2
8,3,3,Manager,10,4,2,Male,Finance,2,27,9696,86,Married,1,42,97,2,No,8,No,2
5,3,4,Assistant,11,1,3,Female,Marketing,2,3,15302,76,Married,4,42,94,2,Yes,9,No,4
1,2,1,Analyst,8,2,4,Male,HR,2,28,19597,4,Single,2,42,47,1,Yes,28,No,2
8,4,3,Assistant,10,2,2,Female,Sales,2,9,15890,98,Married,2,51,84,2,Yes,3,No,2
6,2,4,Assistant,10,2,3,Female,Sales,1,10,15339,3,Divorced,3,49,56,4,No,45,No,4
4,5,3,Executive,4,1,1,Female,Finance,4,13,10483,92,Married,1,32,51,3,No,38,No,4
6,2,5,Manager,8,1,3,Male,HR,3,16,6440,65,Single,1,37,86,1,Yes,46,No,4
8,1,4,Assistant,7,3,1,Male,Marketing,4,23,8732,47,Single,1,42,15,3,No,41,Yes,1
7,3,4,Executive,1,4,3,Male,HR,4,8,11891,53,Married,3,34,91,3,No,35,Yes,2
7,5,4,Assistant,7,1,3,Female,HR,2,26,8152,2,Single,2,52,40,3,Yes,39,No,2
8,4,3,Assistant,4,4,2,Female,Finance,2,11,12501,21,Single,3,40,94,2,No,44,No,2
2,3,4,Assistant,5,3,3,Male,Marketing,2,2,7612,77,Divorced,1,58,53,4,Yes,16,No,3
0,5,5,Executive,13,3,1,Female,Sales,1,29,6900,76,Single,3,42,61,4,Yes,5,No,2
3,4,1,Analyst,6,1,3,Female,IT,3,19,18102,1,Single,2,46,70,3,No,5,No,3
8,1,1,Assistant,5,2,2,Female,Marketing,4,29,7364,54,Married,3,37,72,2,No,35,Yes,1
9,1,2,Assistant,12,1,3,Male,Sales,4,23,17331,72,Divorced,3,43,42,3,No,42,Yes,1
0,4,5,Executive,2,3,4,Female,Finance,1,2,6857,15,Single,2,59,71,3,Yes,26,No,1
9,3,5,Manager,8,2,3,Female,Marketing,4,6,5187,11,Married,3,26,85,2,Yes,9,Yes,3
0,1,4,Analyst,8,1,4,Male,Marketing,2,16,15431,55,Married,1,39,86,1,Yes,46,Yes,3
5,5,2,Executive,14,2,4,Male,Sales,1,16,13461,49,Married,1,46,59,1,No,30,Yes,1
3,3,5,Manager,5,3,3,Male,Sales,1,7,3780,65,Married,4,25,79,2,Yes,36,Yes,2
0,4,5,Executive,14,1,4,Male,HR,1,11,19273,96,Married,3,46,18,1,No,27,Yes,1
3,1,5,Executive,5,2,4,Male,HR,1,27,8729,84,Married,4,28,75,2,Yes,1,No,4
5,1,3,Analyst,12,3,3,Male,Marketing,4,16,7530,78,Single,2,50,75,3,No,48,No,4
7,2,5,Analyst,7,1,4,Female,IT,2,6,8664,77,Divorced,3,40,57,3,No,45,Yes,2
8,2,3,Analyst,2,1,2,Female,Finance,1,5,10621,10,Divorced,4,45,33,4,No,26,No,2
9,3,5,Analyst,5,2,3,Female,Sales,1,9,19181,17,Married,3,59,15,2,No,10,Yes,2
5,3,1,Manager,1,2,2,Female,HR,1,3,14269,50,Married,4,32,33,1,No,4,Yes,4
1,4,3,Assistant,13,2,3,Male,Finance,1,21,6312,88,Divorced,2,42,65,1,No,48,Yes,4
5,4,3,Executive,4,1,1,Female,Marketing,2,29,14318,71,Single,4,39,78,1,Yes,4,Yes,1
0,4,4,Analyst,12,2,1,Male,Sales,3,21,14334,65,Married,4,56,77,3,No,4,Yes,3
0,2,5,Assistant,8,2,1,Male,Sales,2,8,12821,83,Divorced,3,47,43,1,No,38,Yes,3
0,1,2,Manager,1,4,3,Female,HR,4,8,19944,56,Divorced,4,36,33,3,No,9,No,4
5,1,2,Analyst,10,2,1,Female,IT,3,17,5695,25,Married,2,47,57,3,No,34,No,2
6,4,2,Executive,1,1,2,Male,Sales,2,6,10910,73,Divorced,4,21,84,4,Yes,5,No,3
0,2,2,Assistant,14,1,4,Male,IT,3,12,13851,71,Single,1,44,53,3,No,31,Yes,2
2,4,1,Analyst,13,4,1,Male,Finance,1,6,17803,93,Divorced,1,25,37,4,No,36,Yes,4
2,5,2,Executive,4,3,4,Male,Sales,2,15,10460,5,Married,2,30,15,3,No,33,No,2
6,3,4,Assistant,10,1,3,Female,Sales,2,11,13951,97,Married,1,57,75,3,No,13,Yes,4
3,2,2,Executive,5,4,2,Male,IT,1,10,5003,55,Divorced,1,25,93,2,Yes,11,No,1
8,1,4,Manager,9,1,3,Female,HR,4,29,15408,46,Divorced,3,30,39,3,Yes,37,Yes,4
8,5,3,Analyst,14,2,3,Male,Marketing,4,2,6992,79,Married,4,33,18,3,No,35,No,4
9,3,5,Analyst,5,2,1,Male,Finance,4,21,4461,18,Single,1,21,15,4,No,40,No,1
3,3,2,Executive,1,1,1,Male,Sales,2,29,16038,2,Divorced,3,59,54,3,No,49,No,1
2,3,4,Assistant,11,4,4,Female,HR,4,6,12198,12,Single,3,22,35,2,No,47,No,1
5,2,4,Analyst,3,1,4,Male,Sales,4,19,15474,81,Single,3,54,57,1,No,18,Yes,3
8,2,5,Executive,4,2,3,Female,Finance,3,17,8278,40,Married,3,52,24,2,No,30,Yes,4
9,2,3,Manager,7,2,3,Female,Marketing,4,9,3517,40,Married,1,43,80,2,No,39,No,1
7,1,2,Analyst,2,4,2,Female,Sales,3,2,9825,6,Married,2,38,31,3,No,13,No,1
6,1,4,Executive,4,4,1,Male,IT,4,4,11054,21,Single,2,37,27,1,Yes,5,No,1
6,1,2,Assistant,8,2,1,Female,HR,3,25,8299,30,Married,4,43,24,3,No,42,No,3
4,5,1,Analyst,5,3,2,Female,Marketing,2,9,18790,82,Married,1,54,66,2,No,6,Yes,3
8,5,4,Analyst,6,2,1,Male,Sales,3,8,10379,18,Single,3,20,24,1,No,48,Yes,1
1,4,3,Manager,3,3,3,Male,Marketing,1,4,17235,46,Single,1,55,61,2,Yes,6,Yes,1
4,4,5,Executive,4,4,1,Female,IT,4,1,4000,14,Single,2,44,23,2,Yes,45,No,3
4,3,4,Assistant,9,1,4,Female,Sales,3,11,11831,71,Single,3,53,60,2,No,3,No,1
4,3,1,Manager,2,2,2,Male,Marketing,3,11,17119,92,Divorced,1,44,82,1,No,29,No,4
7,2,5,Manager,3,3,4,Female,Sales,1,7,3729,55,Married,1,35,68,3,No,21,No,2
0,3,3,Manager,2,2,4,Female,Sales,3,18,5810,49,Divorced,3,53,82,3,No,45,No,3
3,3,2,Executive,2,2,1,Female,Marketing,2,8,5937,16,Single,4,48,18,1,No,8,No,2
0,5,2,Executive,11,1,2,Male,Sales,4,15,7196,33,Single,2,38,89,1,No,28,No,4
4,1,4,Analyst,9,3,3,Female,IT,4,26,9463,41,Single,4,42,15,1,No,49,Yes,2
6,3,5,Executive,8,4,1,Male,Marketing,2,10,16135,84,Single,2,38,99,2,No,12,No,1
1,4,1,Manager,7,3,4,Male,Marketing,2,14,18033,28,Single,4,44,73,3,No,42,No,1
1,4,1,Executive,14,2,1,Male,IT,3,27,17691,71,Married,3,35,39,2,No,48,Yes,2
6,3,3,Assistant,9,1,4,Female,IT,1,2,14134,5,Divorced,2,28,23,1,No,38,Yes,4
1,2,5,Analyst,8,4,3,Male,IT,4,10,12806,67,Divorced,4,20,39,4,Yes,13,No,3
1,4,5,Manager,9,1,4,Female,Sales,1,19,10522,23,Married,2,38,96,2,No,31,Yes,1
5,3,2,Analyst,2,1,4,Male,Sales,2,15,10470,19,Married,2,52,85,2,No,33,No,2
4,4,3,Executive,7,2,2,Female,Finance,1,22,16597,82,Married,4,53,40,1,No,32,Yes,3
0,3,3,Analyst,9,4,3,Female,Sales,3,20,7550,80,Divorced,3,35,70,1,No,27,No,4
6,5,3,Analyst,13,1,1,Female,IT,1,2,8443,51,Divorced,1,59,63,1,No,18,Yes,3
1,4,5,Executive,14,4,4,Male,Finance,3,17,11710,87,Single,1,37,96,3,Yes,15,Yes,1
1,3,2,Analyst,13,4,4,Female,IT,4,3,8934,90,Divorced,3,53,79,1,Yes,4,Yes,1
2,5,3,Executive,9,4,4,Female,HR,4,4,8422,22,Divorced,4,44,75,3,No,49,No,1
8,3,2,Manager,8,1,1,Male,Marketing,2,25,3209,77,Married,3,25,23,4,Yes,45,No,2
0,3,3,Analyst,1,1,4,Male,HR,2,25,6940,53,Divorced,2,40,24,4,No,46,Yes,2
7,2,5,Assistant,3,3,3,Female,IT,2,5,17779,74,Single,4,25,25,1,No,47,No,3
1,3,2,Assistant,8,4,4,Male,Sales,2,12,3175,86,Divorced,1,51,99,2,No,43,Yes,3
8,4,4,Manager,3,1,3,Male,Marketing,2,21,10254,7,Married,2,58,50,4,No,42,No,2
4,1,3,Executive,4,1,2,Male,Sales,2,23,7856,11,Married,2,50,70,1,Yes,11,Yes,2
8,3,5,Executive,10,2,4,Female,Sales,2,24,11408,44,Single,2,29,46,2,No,19,No,1
9,4,2,Analyst,2,3,1,Male,Marketing,4,19,16718,56,Single,3,49,97,2,No,29,No,4
8,3,1,Analyst,3,4,3,Female,Marketing,1,12,19987,64,Divorced,2,37,86,3,No,15,No,1
4,1,5,Assistant,5,1,1,Male,HR,3,5,16740,67,Single,3,43,49,4,No,33,No,2
1,1,5,Assistant,12,1,3,Male,IT,4,23,14495,3,Single,2,28,18,2,No,41,Yes,3
8,3,1,Executive,11,3,1,Female,Sales,4,15,3819,61,Married,2,50,76,1,No,32,Yes,1
7,4,1,Assistant,6,3,2,Male,IT,3,27,17022,76,Married,1,34,77,2,No,21,Yes,1
2,5,4,Executive,6,4,4,Male,IT,4,18,13663,30,Divorced,4,23,22,4,No,1,No,2
0,2,4,Manager,7,1,2,Male,Finance,3,25,14662,53,Divorced,4,59,90,2,No,14,Yes,4
4,3,4,Manager,12,3,3,Male,HR,3,19,18216,30,Divorced,4,28,83,2,No,17,No,3
1,4,5,Assistant,10,1,2,Female,Sales,1,23,6012,31,Divorced,2,28,75,1,No,26,No,2
8,1,5,Analyst,8,3,2,Female,Marketing,2,28,3184,39,Married,4,45,77,1,No,6,No,3
4,4,5,Assistant,6,1,3,Female,Marketing,4,25,9418,3,Divorced,1,23,75,4,Yes,48,Yes,1
6,3,4,Assistant,10,3,1,Female,IT,2,25,4371,6,Divorced,1,36,51,2,Yes,7,No,2
0,4,2,Assistant,6,1,4,Female,HR,4,3,13958,55,Single,1,35,18,2,No,16,No,3
0,4,5,Analyst,2,3,2,Female,HR,2,2,3006,56,Divorced,4,34,70,3,No,17,No,1
7,3,5,Assistant,13,3,4,Female,Sales,4,11,7045,45,Single,4,54,57,2,No,34,No,3
7,3,5,Analyst,3,4,3,Male,Sales,2,14,4623,48,Married,4,24,35,2,No,49,No,4
7,5,4,Assistant,6,1,2,Female,IT,4,21,17834,49,Divorced,4,24,72,3,No,46,No,3
6,3,3,Analyst,6,2,2,Female,IT,4,5,11254,48,Single,4,39,30,2,No,41,No,1
4,1,4,Analyst,6,3,2,Female,IT,4,13,3586,79,Divorced,2,34,67,4,No,24,Yes,4
0,4,3,Analyst,4,1,4,Male,Finance,4,8,19762,42,Single,2,37,32,1,Yes,37,Yes,2
7,1,4,Analyst,11,2,2,Female,HR,1,6,17630,64,Divorced,3,21,71,2,Yes,10,Yes,2
9,2,2,Analyst,2,4,1,Female,IT,3,12,12447,5,Married,1,48,52,2,No,27,Yes,1
6,2,2,Manager,8,4,1,Female,HR,1,7,13633,85,Married,4,32,46,1,No,23,No,4
2,3,5,Executive,2,2,2,Male,Marketing,4,11,19119,29,Single,1,23,33,1,No,2,No,1
6,4,4,Executive,3,4,1,Female,Marketing,1,8,6946,71,Single,1,29,98,3,No,9,Yes,2
4,3,3,Analyst,1,4,2,Male,HR,2,9,3736,66,Married,1,50,62,3,No,37,Yes,1
9,5,3,Executive,9,1,1,Male,Marketing,4,4,18218,53,Divorced,4,27,88,3,No,49,Yes,2
9,1,2,Analyst,3,3,2,Male,Marketing,4,5,13651,73,Single,4,22,40,2,No,4,No,3
9,3,5,Assistant,2,1,1,Male,Marketing,2,4,14491,24,Married,4,28,96,2,No,31,Yes,4
3,5,3,Manager,6,3,2,Female,Sales,3,25,19697,41,Single,3,49,59,3,No,32,Yes,2
0,1,4,Assistant,8,2,3,Male,Sales,2,12,10619,71,Married,3,30,59,1,No,21,Yes,4
9,3,5,Assistant,4,3,4,Male,HR,3,18,4432,60,Married,3,54,29,3,No,21,No,3
1,3,4,Analyst,1,1,4,Female,HR,3,29,15710,37,Single,3,56,32,1,No,12,Yes,4
1,3,4,Assistant,14,1,3,Male,Finance,4,15,15517,35,Single,4,32,45,3,Yes,15,Yes,3
9,5,2,Manager,7,4,2,Male,Sales,2,8,12786,40,Married,2,55,29,3,No,15,No,3
1,1,4,Assistant,14,2,2,Male,HR,2,11,14775,46,Divorced,1,32,29,2,No,18,Yes,2
8,4,1,Manager,14,1,2,Male,Sales,2,14,16003,86,Married,4,31,79,4,Yes,20,No,1
5,5,5,Manager,3,3,2,Male,Finance,3,7,17236,30,Divorced,1,56,60,1,No,26,Yes,3
4,5,1,Analyst,5,1,3,Male,HR,3,29,17945,1,Divorced,2,29,89,3,No,49,Yes,1
9,5,4,Manager,11,1,3,Female,HR,3,16,19721,67,Divorced,2,28,30,3,No,44,Yes,1
3,1,4,Assistant,2,1,3,Female,HR,2,23,7341,33,Single,1,26,69,1,No,24,No,1
8,2,2,Analyst,8,4,3,Female,HR,4,8,19941,7,Married,1,21,44,4,No,21,No,1
8,4,2,Manager,3,4,3,Female,IT,3,29,7299,55,Married,4,42,55,4,Yes,14,Yes,3
9,4,2,Manager,9,3,2,Male,Sales,3,27,4216,95,Divorced,4,58,81,2,No,2,No,2
6,4,2,Executive,1,4,1,Male,Sales,1,11,15102,10,Divorced,2,59,31,4,No,21,No,1
4,2,3,Analyst,6,3,2,Male,Sales,3,1,15961,86,Divorced,3,58,40,1,No,31,No,4
5,5,2,Executive,3,4,4,Female,Finance,2,17,11927,69,Married,4,40,87,3,No,3,No,2
2,2,4,Manager,14,4,4,Female,IT,4,7,14517,73,Divorced,3,42,95,1,No,20,Yes,4
1,4,4,Executive,4,2,4,Male,Sales,4,18,13523,67,Married,3,48,78,4,No,22,No,2
9,5,5,Assistant,11,3,3,Male,Sales,3,12,7668,66,Married,4,33,72,1,No,47,Yes,3
9,1,1,Assistant,4,4,2,Female,HR,1,20,11373,11,Single,3,45,89,4,No,11,No,1
3,4,3,Manager,8,1,2,Female,HR,1,28,19591,60,Divorced,1,24,17,1,No,21,Yes,2
2,5,3,Executive,9,1,3,Female,HR,3,22,4193,0,Divorced,2,50,42,3,No,17,No,1
3,1,5,Executive,5,4,4,Female,Sales,4,21,7234,77,Divorced,2,44,18,1,Yes,8,Yes,3
9,2,5,Analyst,12,3,4,Male,HR,4,5,4658,91,Single,4,50,54,2,No,34,Yes,2
0,5,2,Assistant,11,4,3,Female,Sales,4,27,19809,10,Divorced,2,39,89,3,Yes,1,No,2
0,5,5,Assistant,10,3,4,Female,Finance,3,6,18806,29,Married,2,36,71,3,No,14,Yes,1
5,2,3,Analyst,10,4,1,Male,Finance,1,26,8029,1,Divorced,1,21,79,2,No,4,Yes,1
9,1,1,Assistant,3,2,2,Male,Marketing,3,23,8064,5,Married,3,44,61,2,Yes,46,Yes,4
3,2,1,Executive,9,3,3,Male,IT,2,2,3568,23,Married,2,32,94,3,No,3,No,4
1,4,3,Executive,1,4,2,Female,HR,1,12,19614,77,Married,1,58,48,3,No,41,Yes,3
2,3,2,Assistant,1,2,2,Female,HR,3,11,3994,35,Married,3,47,59,2,Yes,24,Yes,2
7,2,1,Analyst,3,2,3,Female,IT,4,4,12848,1,Divorced,1,25,46,3,No,45,No,2
5,4,1,Manager,2,3,3,Female,IT,1,7,7039,66,Single,2,22,58,2,No,10,No,1
1,5,2,Manager,8,4,2,Male,Marketing,4,5,17389,25,Single,1,54,25,3,Yes,26,No,4
6,4,1,Manager,5,2,1,Male,IT,3,11,8919,28,Married,4,37,50,4,No,31,Yes,3
1,5,4,Manager,10,2,2,Female,Sales,1,28,16581,86,Divorced,1,30,27,4,No,43,No,4
0,3,3,Executive,1,1,2,Female,HR,1,16,17724,49,Single,4,39,71,3,Yes,42,No,2
4,3,1,Manager,3,1,4,Female,IT,2,10,11530,6,Divorced,1,24,98,3,Yes,40,Yes,1
9,2,1,Executive,3,1,1,Male,Sales,3,9,10202,59,Single,3,38,39,1,No,41,No,1
8,3,2,Executive,13,3,1,Female,IT,1,6,17285,67,Married,3,41,84,3,Yes,10,Yes,2
4,2,1,Manager,2,1,1,Male,Sales,1,13,19195,78,Married,1,38,51,1,No,13,Yes,2
0,1,2,Manager,9,4,3,Female,Finance,2,4,9041,22,Married,4,35,18,4,No,8,Yes,1
1,5,3,Manager,13,2,3,Male,Sales,3,11,3585,21,Single,4,43,40,2,No,28,No,1
3,2,4,Assistant,1,1,3,Male,Marketing,2,11,3421,70,Divorced,2,23,96,4,Yes,47,No,2
4,3,5,Assistant,10,4,3,Female,Sales,4,28,12505,49,Married,2,34,27,3,No,47,Yes,3
1,3,3,Analyst,5,4,2,Male,IT,3,16,16939,81,Divorced,1,44,86,3,No,28,No,3
2,5,1,Executive,9,1,2,Male,Finance,2,26,10459,88,Divorced,3,54,65,1,No,37,Yes,4
5,5,4,Manager,12,3,4,Female,Finance,4,20,10939,47,Married,3,33,61,2,No,14,No,1
5,1,5,Assistant,3,4,2,Male,Sales,1,29,4177,14,Single,2,38,47,2,No,23,No,2
9,1,5,Analyst,10,3,1,Female,IT,2,19,12930,5,Married,4,57,94,4,No,21,No,4
0,3,1,Executive,3,3,4,Male,Finance,3,29,4666,58,Married,2,55,56,1,No,44,No,1
9,5,5,Executive,7,3,1,Male,Sales,1,6,7528,75,Single,2,26,45,2,No,33,Yes,4
7,2,5,Executive,1,4,3,Male,Sales,1,24,9957,79,Divorced,1,49,54,4,No,29,Yes,3
5,2,3,Assistant,13,1,2,Male,Sales,3,17,18629,25,Single,2,38,30,4,Yes,16,Yes,4
2,5,3,Manager,9,4,1,Female,Finance,1,18,11706,38,Single,1,44,70,1,No,10,No,4
1,4,5,Manager,7,2,3,Female,HR,4,4,6329,71,Married,3,35,88,3,No,45,Yes,2
8,1,2,Executive,14,2,4,Female,IT,4,23,8461,26,Single,2,59,50,1,No,18,No,2
7,4,1,Executive,12,1,1,Male,Marketing,3,28,7597,90,Single,2,27,99,1,No,25,No,3
2,2,2,Analyst,12,4,3,Male,Marketing,2,18,12180,64,Single,3,37,94,2,No,20,Yes,4
6,5,2,Analyst,8,4,4,Female,IT,3,11,13388,42,Divorced,2,47,70,4,No,19,Yes,4
6,2,5,Executive,2,2,3,Female,HR,2,12,9818,40,Divorced,3,35,62,4,Yes,4,No,4
0,1,1,Analyst,3,2,1,Female,IT,1,10,11642,60,Married,2,38,94,3,No,5,No,3
5,2,2,Assistant,14,4,3,Female,Sales,3,28,16906,31,Married,3,36,72,3,No,38,Yes,2
2,5,3,Executive,9,4,3,Male,IT,4,24,9675,2,Divorced,2,32,29,4,Yes,4,Yes,4
9,5,3,Analyst,14,1,2,Female,IT,1,3,16677,93,Single,3,26,86,1,No,36,Yes,4
2,5,1,Executive,4,4,1,Male,Finance,2,15,4689,60,Married,1,46,29,2,No,6,No,1
4,1,2,Manager,5,3,4,Female,Marketing,2,18,8682,16,Married,3,29,35,1,No,11,Yes,3
5,2,4,Assistant,9,1,3,Male,Marketing,1,16,12664,8,Single,4,53,78,3,No,9,Yes,1
8,1,4,Executive,10,3,2,Female,Sales,1,7,13393,56,Single,3,55,99,4,No,2,Yes,4
4,1,1,Manager,8,2,4,Female,Sales,4,11,11437,47,Single,2,44,21,3,No,45,No,1
2,2,1,Executive,5,3,1,Male,Finance,4,28,12006,6,Single,4,25,66,2,No,9,Yes,3
0,4,4,Manager,11,3,4,Male,Sales,3,10,7258,31,Single,1,43,33,3,No,9,No,3
2,2,2,Analyst,2,2,4,Female,HR,4,9,12362,92,Divorced,1,37,60,3,Yes,9,No,1
3,1,2,Manager,3,3,4,Male,Finance,4,20,17255,57,Single,2,42,52,1,No,27,Yes,3
9,3,5,Assistant,3,4,2,Female,Finance,1,18,14419,81,Married,4,25,27,1,No,41,No,3
